X_Pos,Y_Pos,Status,Timestamp
0.0,0.0,Unhealthy Plant,0
0.0,0.0,Unhealthy Plant,0
-5.788431988211319e-19,1.65863228459907e-37,Unhealthy Plant,0
-5.839301755573502e-19,1.6867382489871714e-37,Unhealthy Plant,0
-5.87016824267721e-19,1.7038656042887722e-37,Unhealthy Plant,0
-5.913625503444845e-19,1.7278448782253767e-37,Unhealthy Plant,0
-5.941059192844023e-19,1.7429802948782635e-37,Unhealthy Plant,0
-5.9349789948858e-19,1.7396671562799931e-37,Unhealthy Plant,0
-5.979752718903932e-19,1.7642780473048764e-37,Unhealthy Plant,0
-6.020103065155664e-19,1.7862029165801581e-37,Unhealthy Plant,0
-6.091103115699909e-19,1.8244308451203064e-37,Unhealthy Plant,0
-6.122740895052865e-19,1.8413148595382683e-37,Unhealthy Plant,0
-6.112299271087779e-19,1.8356335278738515e-37,Unhealthy Plant,0
-6.237810805578842e-19,1.90347558185203e-37,Unhealthy Plant,0
-6.570594290447371e-19,2.0912666615466646e-37,Unhealthy Plant,0
-6.738630118921945e-19,2.187929028367956e-37,Unhealthy Plant,0
-6.986416341895551e-19,2.332750893956771e-37,Unhealthy Plant,0
-7.183042722326247e-19,2.446827119143526e-37,Unhealthy Plant,0
-7.315153748127876e-19,2.521804771281654e-37,Unhealthy Plant,0
-7.520107524795398e-19,2.635629763565082e-37,Unhealthy Plant,0
-7.688108459468428e-19,2.72684324092099e-37,Unhealthy Plant,0
-7.842888150088303e-19,2.8114076623956374e-37,Unhealthy Plant,0
-7.964600591005102e-19,2.878620202042251e-37,Unhealthy Plant,0
-8.209106398317231e-19,3.013612187284781e-37,Unhealthy Plant,0
-8.316216518800825e-19,3.072306509728138e-37,Unhealthy Plant,0
-8.486546538945112e-19,3.1656929657688058e-37,Unhealthy Plant,0
-8.679623782601345e-19,3.268934014276229e-37,Unhealthy Plant,0
-8.856270358747944e-19,3.361329779151491e-37,Unhealthy Plant,0
-9.055017634935432e-19,3.461737189882069e-37,Unhealthy Plant,0
-9.303742740473369e-19,3.583242954261166e-37,Unhealthy Plant,0
-9.483179176402825e-19,3.6696116245967126e-37,Unhealthy Plant,0
-9.690641080081688e-19,3.768616930634493e-37,Unhealthy Plant,0
-9.867961519828228e-19,3.850446157533024e-37,Unhealthy Plant,0
-1.0078237773720485e-18,3.945701110222097e-37,Unhealthy Plant,0
-1.0240696166589309e-18,4.0188937194212185e-37,Unhealthy Plant,0
-1.0359202992466482e-18,4.070653123791586e-37,Unhealthy Plant,0
-1.0427078863717318e-18,4.099128768763916e-37,Unhealthy Plant,0
-1.0436533357340509e-18,4.102782300677384e-37,Unhealthy Plant,0
-1.045800010370828e-18,4.111650297455275e-37,Unhealthy Plant,0
-1.0652477933062752e-18,4.191178069159257e-37,Unhealthy Plant,0
-1.0751773062960283e-18,4.2322396624412546e-37,Unhealthy Plant,0
-1.0897821686314992e-18,4.2940234884143676e-37,Unhealthy Plant,0
-1.1032604210496167e-18,4.351525301027905e-37,Unhealthy Plant,0
-1.1152322297002856e-18,4.402117278956232e-37,Unhealthy Plant,0
-1.1222272087906488e-18,4.432669733776576e-37,Unhealthy Plant,0
-1.1366930562149463e-18,4.498381931750277e-37,Unhealthy Plant,0
-1.1594450387645688e-18,4.599919583342707e-37,Unhealthy Plant,0
-1.1894554449928303e-18,4.7306446893640845e-37,Unhealthy Plant,0
-1.20108735359782e-18,4.780740059278157e-37,Unhealthy Plant,0
-1.2297920757451043e-18,4.9028071125879624e-37,Unhealthy Plant,0
-1.2399707194055018e-18,4.945340409935675e-37,Unhealthy Plant,0
-1.2479516717215281e-18,4.975258397113669e-37,Unhealthy Plant,0
-1.264265919889152e-18,5.032506938651583e-37,Unhealthy Plant,0
-1.2765182296049212e-18,5.069926822381603e-37,Unhealthy Plant,0
-1.2832722178895815e-18,5.08848196973043e-37,Unhealthy Plant,0
-1.3002481208979688e-18,5.129094619900799e-37,Unhealthy Plant,0
-1.3103969280591463e-18,5.1486303035056574e-37,Unhealthy Plant,0
-1.3325976212711534e-18,5.182313434103562e-37,Unhealthy Plant,0
-1.3443006005861965e-18,5.1940378650691845e-37,Unhealthy Plant,0
-1.3556523846219437e-18,5.202259003894867e-37,Unhealthy Plant,0
-1.3662595796165614e-18,5.206084791308647e-37,Unhealthy Plant,0
-1.3750263610797006e-18,5.206132992142973e-37,Unhealthy Plant,0
-1.3828522211838993e-18,5.2060492290660236e-37,Unhealthy Plant,0
-1.3865586837510632e-18,5.206056171306848e-37,Unhealthy Plant,0
-1.3967904022152699e-18,5.20594822603235e-37,Unhealthy Plant,0
-1.4030967820917987e-18,5.205915840127262e-37,Unhealthy Plant,0
-1.4123231481803737e-18,5.2057577933938126e-37,Unhealthy Plant,0
-1.427048375092179e-18,5.205624824865502e-37,Unhealthy Plant,0
-1.4351341152161282e-18,5.205525599067785e-37,Unhealthy Plant,0
-1.4369614339742856e-18,5.205680501973497e-37,Unhealthy Plant,0
-1.4412912828929046e-18,5.205696571778453e-37,Unhealthy Plant,0
-1.4443563038700123e-18,5.205673358423779e-37,Unhealthy Plant,0
-1.4557358786819708e-18,5.205533488041876e-37,Unhealthy Plant,0
-1.4630981904315211e-18,5.2055521707179185e-37,Unhealthy Plant,0
-1.4729772008346598e-18,5.205445758535947e-37,Unhealthy Plant,0
-1.481658150143353e-18,5.205257500892913e-37,Unhealthy Plant,0
-1.4919075465728972e-18,5.205256887091896e-37,Unhealthy Plant,0
-1.5030194662659616e-18,5.205051481253899e-37,Unhealthy Plant,0
-1.506366932758726e-18,5.205074085092005e-37,Unhealthy Plant,0
-1.5235324889808677e-18,5.20512714812654e-37,Unhealthy Plant,0
-1.528425341143888e-18,5.205023735050888e-37,Unhealthy Plant,0
-1.5367215022265412e-18,5.2048787403366626e-37,Unhealthy Plant,0
-1.5382972379488612e-18,5.204860565369534e-37,Unhealthy Plant,0
-1.5389525946330678e-18,5.204858348250944e-37,Unhealthy Plant,0
-1.5479949217588305e-18,5.204879993577934e-37,Unhealthy Plant,0
-1.5585709951688364e-18,5.204886693116316e-37,Unhealthy Plant,0
-1.562913667263791e-18,5.204824593954415e-37,Unhealthy Plant,0
-1.5757949798501485e-18,5.204683763081116e-37,Unhealthy Plant,0
-1.5755698725634219e-18,5.204659233626199e-37,Unhealthy Plant,0
-1.5788099158174085e-18,5.204480379628489e-37,Unhealthy Plant,0
-1.5874599641785132e-18,5.2043590753753545e-37,Unhealthy Plant,0
-1.5856927287169074e-18,5.204389738482698e-37,Unhealthy Plant,0
-1.5909223225539033e-18,5.204267353415038e-37,Unhealthy Plant,0
-1.600248359289313e-18,5.2043512780892516e-37,Unhealthy Plant,0
-1.6058552569258632e-18,5.204306372527906e-37,Unhealthy Plant,0
-1.6043354757486197e-18,5.204072454042248e-37,Unhealthy Plant,0
-1.6016759565032594e-18,5.204219195689774e-37,Unhealthy Plant,0
-1.6040406949637402e-18,5.204120876078066e-37,Unhealthy Plant,0
-1.6197465465219976e-18,5.204206699435045e-37,Unhealthy Plant,0
-1.6250480482187013e-18,5.204258816601149e-37,Unhealthy Plant,0
-1.6307668941746082e-18,5.204194532600926e-37,Unhealthy Plant,0
-1.6344391057234172e-18,5.204212840550218e-37,Unhealthy Plant,0
-1.6395211883569853e-18,5.2041297655231015e-37,Unhealthy Plant,0
-1.6457869117230688e-18,5.204068552799805e-37,Unhealthy Plant,0
-1.64953905904954e-18,5.204142348151265e-37,Unhealthy Plant,0
-1.6484559901089398e-18,5.204201821353935e-37,Unhealthy Plant,0
-1.6658244177302285e-18,5.204187158228547e-37,Unhealthy Plant,0
-1.6724914720434483e-18,5.204115643605715e-37,Unhealthy Plant,0
-1.6713949032234786e-18,5.2040625224869745e-37,Unhealthy Plant,0
-1.6723669678476401e-18,5.204099121742913e-37,Unhealthy Plant,0
-1.6795428764252497e-18,5.203880667352565e-37,Unhealthy Plant,0
-1.682908613211226e-18,5.203788329957931e-37,Unhealthy Plant,0
-1.684856609600394e-18,5.203833425531645e-37,Unhealthy Plant,0
-1.693093952849161e-18,5.203684740824671e-37,Unhealthy Plant,0
-1.6943516425365427e-18,5.2038534108132146e-37,Unhealthy Plant,0
-1.7020642582597975e-18,5.203832527330568e-37,Unhealthy Plant,0
-1.7019758705771133e-18,5.203863876328986e-37,Unhealthy Plant,0
-1.71240183771061e-18,5.203883832655059e-37,Unhealthy Plant,0
-1.7088964587324593e-18,5.2039794935676245e-37,Unhealthy Plant,0
-1.7180830408237995e-18,5.203945004630623e-37,Unhealthy Plant,0
-1.7191369183977967e-18,5.204098400475229e-37,Unhealthy Plant,0
-1.7265577320928618e-18,5.204097519772105e-37,Unhealthy Plant,0
-1.735256819636025e-18,5.204095150931269e-37,Unhealthy Plant,0
-1.7386332824375614e-18,5.204262656635272e-37,Unhealthy Plant,0
-1.7462416580338103e-18,5.2041206074343365e-37,Unhealthy Plant,0
-1.7497353043147513e-18,5.204234789158164e-37,Unhealthy Plant,0
-1.7616681108799075e-18,5.204304947643759e-37,Unhealthy Plant,0
-1.7598879869422233e-18,5.204293055032832e-37,Unhealthy Plant,0
-1.7719161717852693e-18,5.204319297976779e-37,Unhealthy Plant,0
-1.780592881202663e-18,5.2041335593760584e-37,Unhealthy Plant,0
-1.7865198433049965e-18,5.204091488267052e-37,Unhealthy Plant,0
-1.78920829915396e-18,5.203999241587334e-37,Unhealthy Plant,0
-1.7913257759201104e-18,5.203942758939582e-37,Unhealthy Plant,0
-1.7878995733083322e-18,5.203785059941947e-37,Unhealthy Plant,0
-1.7995399952827833e-18,5.203826323506757e-37,Unhealthy Plant,0
-1.8012373826464643e-18,5.20376721102406e-37,Unhealthy Plant,0
-1.793861035396777e-18,5.20377804902541e-37,Unhealthy Plant,0
-1.8063498978896037e-18,5.203134453341034e-37,Unhealthy Plant,0
-1.805392968454507e-18,5.2032497058274925e-37,Unhealthy Plant,0
-1.8122356795932345e-18,5.203344245634463e-37,Unhealthy Plant,0
-1.8180145248216895e-18,5.20329007643648e-37,Unhealthy Plant,0
-1.8214545748637116e-18,5.203378216350515e-37,Unhealthy Plant,0
-1.8216511763640758e-18,5.203356716221249e-37,Unhealthy Plant,0
-1.8235283927461916e-18,5.203422859196118e-37,Unhealthy Plant,0
-1.823818831823259e-18,5.203388835505095e-37,Unhealthy Plant,0
-1.8345228110296702e-18,5.203270857724494e-37,Unhealthy Plant,0
-1.8334933799032253e-18,5.203328955560133e-37,Unhealthy Plant,0
-1.8373021613242076e-18,5.203380480143688e-37,Unhealthy Plant,0
-1.8421885687081204e-18,5.203415320452586e-37,Unhealthy Plant,0
-1.8576342500565918e-18,5.203470858696569e-37,Unhealthy Plant,0
-1.85834673956168e-18,5.203417832679419e-37,Unhealthy Plant,0
-1.863522446676069e-18,5.203287085440695e-37,Unhealthy Plant,0
-1.8718510016312643e-18,5.202848326305647e-37,Unhealthy Plant,0
-1.8753942255949345e-18,5.202795382454752e-37,Unhealthy Plant,0
-1.877066263760286e-18,5.202712255268382e-37,Unhealthy Plant,0
-1.8806629437318874e-18,5.202637353589001e-37,Unhealthy Plant,0
-1.8920663929842885e-18,5.202695960463262e-37,Unhealthy Plant,0
-1.8922534194770288e-18,5.202666946782391e-37,Unhealthy Plant,0
-1.896584533267686e-18,5.202597822156108e-37,Unhealthy Plant,0
-1.9005254520082916e-18,5.202591787853849e-37,Unhealthy Plant,0
-1.908090425255154e-18,5.202503460908192e-37,Unhealthy Plant,0
-1.914240388015883e-18,5.2024828036263915e-37,Unhealthy Plant,0
-1.910451421595509e-18,5.202733628842467e-37,Unhealthy Plant,0
-1.9103662097651308e-18,5.2026668556135715e-37,Unhealthy Plant,0
-1.9143629120519168e-18,5.202710466358138e-37,Unhealthy Plant,0
-1.9179392639294633e-18,5.202635971184967e-37,Unhealthy Plant,0
-1.9225337745690013e-18,5.2026532128779245e-37,Unhealthy Plant,0
-1.930028108974994e-18,5.202531699313924e-37,Unhealthy Plant,0
-1.9390851566858517e-18,5.202429667080376e-37,Unhealthy Plant,0
-1.9463289919968673e-18,5.202311000852363e-37,Unhealthy Plant,0
-1.943878492951898e-18,5.202597610254272e-37,Unhealthy Plant,0
-1.9532457638418474e-18,5.2024495788588115e-37,Unhealthy Plant,0
-1.953998890193112e-18,5.202416210220441e-37,Unhealthy Plant,0
-1.9614300858131084e-18,5.202504751667403e-37,Unhealthy Plant,0
-1.9647348043713705e-18,5.202558983947064e-37,Unhealthy Plant,0
-1.9618751351053328e-18,5.202576437424843e-37,Unhealthy Plant,0
-1.971852841668033e-18,5.202606606999208e-37,Unhealthy Plant,0
-1.9746818229094095e-18,5.2026606404952275e-37,Unhealthy Plant,0
-1.9720115499579554e-18,5.202637750659686e-37,Unhealthy Plant,0
-1.9807681581221993e-18,5.202497342892841e-37,Unhealthy Plant,0
-1.979970954788493e-18,5.202698771751218e-37,Unhealthy Plant,0
-1.9809320294317746e-18,5.2025425954224005e-37,Unhealthy Plant,0
-1.9834079492906988e-18,5.2018339311971025e-37,Unhealthy Plant,0
-1.998311242828285e-18,5.193657340539562e-37,Unhealthy Plant,0
-1.9987859912111377e-18,5.1933284518344465e-37,Unhealthy Plant,0
-1.9982785738718376e-18,5.19389586599552e-37,Unhealthy Plant,0
-2.012068081458689e-18,5.181701228643819e-37,Unhealthy Plant,0
-2.0229686386854048e-18,5.170090648908533e-37,Unhealthy Plant,0
-2.0329342751666327e-18,5.156301285146138e-37,Unhealthy Plant,0
-2.04564334815996e-18,5.1366179278457705e-37,Unhealthy Plant,0
-2.0538497766860734e-18,5.122758165826492e-37,Unhealthy Plant,0
-2.053025970732726e-18,5.1241167493957e-37,Unhealthy Plant,0
-2.0620723935275903e-18,5.105809242890583e-37,Unhealthy Plant,0
-2.0694252987511216e-18,5.09041778502911e-37,Unhealthy Plant,0
-2.0843410194885673e-18,5.057032770590783e-37,Unhealthy Plant,0
-2.087640986642786e-18,5.0487692880795426e-37,Unhealthy Plant,0
-2.086475978353447e-18,5.051816460314726e-37,Unhealthy Plant,0
-2.0841777443756603e-18,5.05817376147823e-37,Unhealthy Plant,0
-2.091713114150008e-18,5.037249671946105e-37,Unhealthy Plant,0
-2.0999623408647865e-18,5.011520021099624e-37,Unhealthy Plant,0
-2.116084156254022e-18,4.9584225824291985e-37,Unhealthy Plant,0
-2.120111487368216e-18,4.9448470665411736e-37,Unhealthy Plant,0
-2.1341552955200588e-18,4.895287276997196e-37,Unhealthy Plant,0
-2.143805156747057e-18,4.858241283424051e-37,Unhealthy Plant,0
-2.1370173798302543e-18,4.8854781621723435e-37,Unhealthy Plant,0
-2.151464568426319e-18,4.823849568470104e-37,Unhealthy Plant,0
-2.1556671746290885e-18,4.805208548913996e-37,Unhealthy Plant,0
-2.1600832403886045e-18,4.785338638172802e-37,Unhealthy Plant,0
-2.1673732927128145e-18,4.751592076330056e-37,Unhealthy Plant,0
-2.1729543216026764e-18,4.725504367499078e-37,Unhealthy Plant,0
-2.1794524862825346e-18,4.694450397684649e-37,Unhealthy Plant,0
-2.181987136602755e-18,4.682086256369672e-37,Unhealthy Plant,0
-2.1861141362473474e-18,4.662008251110943e-37,Unhealthy Plant,0
-2.1938234058798305e-18,4.623578583387405e-37,Unhealthy Plant,0
-2.2007648466035295e-18,4.587869599440803e-37,Unhealthy Plant,0
-2.20365280290638e-18,4.572271228296341e-37,Unhealthy Plant,0
-2.2154478731567434e-18,4.507967331006625e-37,Unhealthy Plant,0
-2.228235452590578e-18,4.4346380367609716e-37,Unhealthy Plant,0
-2.2323832358172684e-18,4.410290652341941e-37,Unhealthy Plant,0
-2.241302949047118e-18,4.355392002978665e-37,Unhealthy Plant,0
-2.255748162621511e-18,4.265013644658579e-37,Unhealthy Plant,0
-2.253030646509923e-18,4.282701006733471e-37,Unhealthy Plant,0
-2.255784514185704e-18,4.264058692883172e-37,Unhealthy Plant,0
-2.263862516607173e-18,4.208830399869572e-37,Unhealthy Plant,0
-2.276701733002048e-18,4.117972350232424e-37,Unhealthy Plant,0
-2.2800110205833218e-18,4.0935671324479524e-37,Unhealthy Plant,0
-2.287997261926439e-18,4.033531823441312e-37,Unhealthy Plant,0
-2.3071101719030075e-18,3.8876608400032795e-37,Unhealthy Plant,0
-2.311007791103492e-18,3.857167123942835e-37,Unhealthy Plant,0
-2.3135394024232216e-18,3.837273486372728e-37,Unhealthy Plant,0
-2.3215698339322856e-18,3.772858369227447e-37,Unhealthy Plant,0
-2.3284604594355123e-18,3.7155604860744673e-37,Unhealthy Plant,0
-2.3393993474432537e-18,3.622816973073294e-37,Unhealthy Plant,0
-2.3462422547596667e-18,3.5633238843006517e-37,Unhealthy Plant,0
-2.3610050068129867e-18,3.431159833264219e-37,Unhealthy Plant,0
-2.369457859505568e-18,3.3536453531249123e-37,Unhealthy Plant,0
-2.384215366214032e-18,3.215830246549839e-37,Unhealthy Plant,0
-2.389730230200804e-18,3.1635721018744277e-37,Unhealthy Plant,0
-2.40389550764752e-18,3.026099972941505e-37,Unhealthy Plant,0
-2.4053315550479118e-18,3.0114215210484787e-37,Unhealthy Plant,0
-2.4162265253229054e-18,2.9017873214579273e-37,Unhealthy Plant,0
-2.4237820933563176e-18,2.823251550636178e-37,Unhealthy Plant,0
-2.4365214119502897e-18,2.6871305647032904e-37,Unhealthy Plant,0
-2.4484721186113445e-18,2.5568784981109725e-37,Unhealthy Plant,0
-2.4534525137073724e-18,2.501839057473627e-37,Unhealthy Plant,0
-2.465406066239115e-18,2.368686010055102e-37,Unhealthy Plant,0
-2.4719238859034756e-18,2.2938890460651756e-37,Unhealthy Plant,0
-2.4823231791926356e-18,2.173238055409139e-37,Unhealthy Plant,0
-2.4845329888044123e-18,2.147393038563916e-37,Unhealthy Plant,0
-2.497694835958533e-18,1.9899507822148727e-37,Unhealthy Plant,0
-2.5035122776260495e-18,1.9190072127543654e-37,Unhealthy Plant,0
-2.5103354448291175e-18,1.8344778051498033e-37,Unhealthy Plant,0
-2.5278392141010967e-18,1.6138402099590443e-37,Unhealthy Plant,0
-2.5395107742183803e-18,1.4636004236574426e-37,Unhealthy Plant,0
-2.5437379262015178e-18,1.4082340780847759e-37,Unhealthy Plant,0
-2.5511755969836324e-18,1.310250022978192e-37,Unhealthy Plant,0
-2.562735689343199e-18,1.1557485299768517e-37,Unhealthy Plant,0
-2.5733171469252205e-18,1.0110616576330718e-37,Unhealthy Plant,0
-2.5845158212784354e-18,8.550705976458309e-38,Unhealthy Plant,0
-2.5969557102017922e-18,6.790341141856694e-38,Unhealthy Plant,0
-2.606247339285069e-18,5.447739462451316e-38,Unhealthy Plant,0
-2.6139265201502718e-18,4.31473554551235e-38,Unhealthy Plant,0
-2.6244407751888786e-18,2.7518637222644455e-38,Unhealthy Plant,0
-2.63589241449947e-18,1.023338790620989e-38,Unhealthy Plant,0
-2.64465304006245e-18,-3.204828813603283e-39,Unhealthy Plant,0
-2.654796182804623e-18,-1.898182260454877e-38,Unhealthy Plant,0
-2.6636761276019096e-18,-3.3012098935132786e-38,Unhealthy Plant,0
-2.6740271880568733e-18,-4.956328537703308e-38,Unhealthy Plant,0
-2.6923231549781904e-18,-7.947322510615305e-38,Unhealthy Plant,0
-2.7020241790210144e-18,-9.55513779633127e-38,Unhealthy Plant,0
-2.7147097772225654e-18,-1.1675692170477925e-37,Unhealthy Plant,0
-2.7239138933403e-18,-1.3232719174244638e-37,Unhealthy Plant,0
-2.731446325227785e-18,-1.4520042944257011e-37,Unhealthy Plant,0
-2.7376915562479985e-18,-1.5605888523515705e-37,Unhealthy Plant,0
-2.7494915917856267e-18,-1.7671916497267128e-37,Unhealthy Plant,0
-2.7540863177044163e-18,-1.8489063968530127e-37,Unhealthy Plant,0
-2.762382557632551e-18,-1.998678075662482e-37,Unhealthy Plant,0
-2.7727774200613963e-18,-2.1886706240104184e-37,Unhealthy Plant,0
-2.7868730006562944e-18,-2.4500932922105494e-37,Unhealthy Plant,0
-2.797629643242796e-18,-2.6521250898705944e-37,Unhealthy Plant,0
-2.8140409101493066e-18,-2.9651601013651e-37,Unhealthy Plant,0
-2.8289218500753472e-18,-3.2518193678130114e-37,Unhealthy Plant,0
-2.8502708139154675e-18,-3.669687626320165e-37,Unhealthy Plant,0
-2.8596446380053147e-18,-3.8562009883264e-37,Unhealthy Plant,0
-2.875337678163331e-18,-4.1729445900426235e-37,Unhealthy Plant,0
-2.8935589054499797e-18,-4.544929418771141e-37,Unhealthy Plant,0
-2.9049037230417278e-18,-4.781325520490768e-37,Unhealthy Plant,0
-2.9252774718752567e-18,-5.213338457359734e-37,Unhealthy Plant,0
-2.9396490443403563e-18,-5.521810006852115e-37,Unhealthy Plant,0
-2.9495488581905564e-18,-5.736056060224671e-37,Unhealthy Plant,0
-2.9608478909862817e-18,-5.9842893371005326e-37,Unhealthy Plant,0
-2.975753456567764e-18,-6.317264163424625e-37,Unhealthy Plant,0
-2.9848325149682366e-18,-6.5223388371532935e-37,Unhealthy Plant,0
-2.998617061621177e-18,-6.838110900274022e-37,Unhealthy Plant,0
-3.0064778886856643e-18,-7.019787482732572e-37,Unhealthy Plant,0
-3.0212080933684494e-18,-7.3660608683760475e-37,Unhealthy Plant,0
-3.034041427433244e-18,-7.670988098500233e-37,Unhealthy Plant,0
-3.0442643052808895e-18,-7.916599087634602e-37,Unhealthy Plant,0
-3.0645571107372163e-18,-8.409952734400135e-37,Unhealthy Plant,0
-3.0742204017647444e-18,-8.648722157273337e-37,Unhealthy Plant,0
-3.0874424921138487e-18,-8.978867599509748e-37,Unhealthy Plant,0
-3.0982323269931304e-18,-9.251402118619604e-37,Unhealthy Plant,0
-3.1079248271485028e-18,-9.49841285984647e-37,Unhealthy Plant,0
-3.1291159110853616e-18,-1.0044918329549209e-36,Unhealthy Plant,0
-3.1397559856698324e-18,-1.0322027952479666e-36,Unhealthy Plant,0
-3.1592686698684407e-18,-1.0835778784613145e-36,Unhealthy Plant,0
-3.1701265137901884e-18,-1.112479975704124e-36,Unhealthy Plant,0
-3.180020658991678e-18,-1.1391239769074745e-36,Unhealthy Plant,0
-3.197186636604107e-18,-1.186015205901495e-36,Unhealthy Plant,0
-3.2081999748616577e-18,-1.2164656818358515e-36,Unhealthy Plant,0
-3.2206305294129355e-18,-1.251433409086175e-36,Unhealthy Plant,0
-3.2401033666735438e-18,-1.3069370938877217e-36,Unhealthy Plant,0
-3.2528316702202984e-18,-1.3435050954496416e-36,Unhealthy Plant,0
-3.2696864640304403e-18,-1.3925408728994976e-36,Unhealthy Plant,0
-3.2785581821464543e-18,-1.418714399813444e-36,Unhealthy Plant,0
-3.302093233599347e-18,-1.4889874346059927e-36,Unhealthy Plant,0
-3.3113254857528394e-18,-1.5169584569261137e-36,Unhealthy Plant,0
-3.328015456329196e-18,-1.5682101185201055e-36,Unhealthy Plant,0
-3.3430861643443117e-18,-1.6152211225745364e-36,Unhealthy Plant,0
-3.349804997339452e-18,-1.6364094849590113e-36,Unhealthy Plant,0
-3.368472219918497e-18,-1.6960092909095263e-36,Unhealthy Plant,0
-3.3770058902920103e-18,-1.723715785949811e-36,Unhealthy Plant,0
-3.3893111798167682e-18,-1.7640254013228577e-36,Unhealthy Plant,0
-3.4098805886224415e-18,-1.8324466482610243e-36,Unhealthy Plant,0
-3.430327934883071e-18,-1.9015332084887806e-36,Unhealthy Plant,0
-3.434536301483015e-18,-1.915952989705726e-36,Unhealthy Plant,0
-3.441651216319033e-18,-1.940481893758805e-36,Unhealthy Plant,0
-3.4515885210329766e-18,-1.9749999050877544e-36,Unhealthy Plant,0
-3.45819687450286e-18,-1.9979532652096945e-36,Unhealthy Plant,0
-3.471101050864906e-18,-2.0428998285984912e-36,Unhealthy Plant,0
-3.475556577314094e-18,-2.0584111799041964e-36,Unhealthy Plant,0
-3.483069160755671e-18,-2.084625444767832e-36,Unhealthy Plant,0
-3.496877019410346e-18,-2.132951971973214e-36,Unhealthy Plant,0
-3.505666268616514e-18,-2.1637490282440443e-36,Unhealthy Plant,0
-3.5204825962990186e-18,-2.2155974103147645e-36,Unhealthy Plant,0
-3.5300985201119735e-18,-2.249261946290073e-36,Unhealthy Plant,0
-3.543034284402781e-18,-2.2946176866909645e-36,Unhealthy Plant,0
-3.5509934174473086e-18,-2.322587065272596e-36,Unhealthy Plant,0
-3.558220049761576e-18,-2.348027770663278e-36,Unhealthy Plant,0
-3.568736684839813e-18,-2.385105726516255e-36,Unhealthy Plant,0
-3.573955755547645e-18,-2.4034481707153822e-36,Unhealthy Plant,0
-3.586717445782939e-18,-2.4485033498751738e-36,Unhealthy Plant,0
-3.599936644471329e-18,-2.4952243087349575e-36,Unhealthy Plant,0
-3.602903309405377e-18,-2.5057149216989033e-36,Unhealthy Plant,0
-3.606773173646779e-18,-2.5194095124637024e-36,Unhealthy Plant,0
-3.6201529527450655e-18,-2.566838649300675e-36,Unhealthy Plant,0
-3.627027467809053e-18,-2.5912357552657366e-36,Unhealthy Plant,0
-3.635001240771258e-18,-2.619594930798529e-36,Unhealthy Plant,0
-3.63715554501642e-18,-2.6272818116997528e-36,Unhealthy Plant,0
-3.652045264264918e-18,-2.6806254266090252e-36,Unhealthy Plant,0
-3.659899458189036e-18,-2.7088250394211614e-36,Unhealthy Plant,0
-3.669161866347035e-18,-2.742258578569121e-36,Unhealthy Plant,0
-3.6768505901223375e-18,-2.7701019576629497e-36,Unhealthy Plant,0
-3.6822563121596095e-18,-2.7897322877264935e-36,Unhealthy Plant,0
-3.685423330234354e-18,-2.8012920263459992e-36,Unhealthy Plant,0
-3.690301305509194e-18,-2.819137498850344e-36,Unhealthy Plant,0
-3.694910990141291e-18,-2.83605980473092e-36,Unhealthy Plant,0
-3.695358830464707e-18,-2.837659897982359e-36,Unhealthy Plant,0
-3.699426555781968e-18,-2.8526967317148803e-36,Unhealthy Plant,0
-3.7091821207432626e-18,-2.8888256200079656e-36,Unhealthy Plant,0
-3.71954595466522e-18,-2.9272669187856976e-36,Unhealthy Plant,0
-3.724670109235738e-18,-2.9463726468437748e-36,Unhealthy Plant,0
